#f_gw[Hz], f_dot_total [yr^(-2)], m1 [msun], m2[msun], xGx[kpc], yGx[kpc], zGx[kpc]
4.230448510497808456e-03,-8.263272792100906372e-02,8.673422783613204956e-02,7.632657885551452637e-01,2.437466308593750000e+03,1.894484252929687500e+03,5.886578369140625000e+01
3.843644168227910995e-03,-5.349630117416381836e-02,7.843013852834701538e-02,6.215698719024658203e-01,-1.953898925781250000e+03,-1.466012939453125000e+03,3.418252868652343750e+02
3.306335769593715668e-03,-2.000811323523521423e-02,6.635504961013793945e-02,7.836449742317199707e-01,9.254669799804687500e+02,3.470348815917968750e+02,2.416316986083984375e+02
3.545419778674840927e-03,-3.032068349421024323e-02,7.171505689620971680e-02,7.282848954200744629e-01,8.996512451171875000e+02,1.060934082031250000e+03,5.452790832519531250e+01
4.187649115920066833e-03,-7.385570555925369263e-02,8.568818867206573486e-02,8.393118381500244141e-01,4.540531250000000000e+03,1.475138916015625000e+03,5.009368133544921875e+01
3.371888305991888046e-03,-2.125045843422412872e-02,6.761753559112548828e-02,9.073824882507324219e-01,-1.542499877929687500e+03,-2.735625610351562500e+02,-1.284937744140625000e+02
3.267968771979212761e-03,-1.859791763126850128e-02,6.547012925148010254e-02,8.095299005508422852e-01,-4.591838989257812500e+02,5.630605468750000000e+02,2.203951263427734375e+02
3.137770108878612518e-03,-1.425660215318202972e-02,6.224300712347030640e-02,1.062756896018981934e+00,2.889650573730468750e+02,8.861770629882812500e+02,-4.472518920898437500e+02
3.543586703017354012e-03,-2.933270297944545746e-02,7.155892252922058105e-02,8.034411072731018066e-01,-1.968148422241210938e+01,-4.577577972412109375e+01,2.759517211914062500e+02
3.353646956384181976e-03,-2.164606004953384399e-02,6.751751154661178589e-02,7.074825167655944824e-01,3.672899169921875000e+02,7.121284667968750000e+03,-2.377145538330078125e+02
3.221843624487519264e-03,-1.679612509906291962e-02,6.409695744514465332e-02,1.060903072357177734e+00,-1.165928344726562500e+03,-2.111684082031250000e+03,1.599364318847656250e+02
3.655611071735620499e-03,-3.584233298897743225e-02,7.410933077335357666e-02,7.508906722068786621e-01,8.377910766601562500e+02,-3.764227783203125000e+03,1.095613002777099609e+01
3.911140374839305878e-03,-5.270615592598915100e-02,7.981447130441665649e-02,6.951855421066284180e-01,6.356293945312500000e+02,-1.795830810546875000e+03,2.988470458984375000e+02
3.816847223788499832e-03,-4.625909030437469482e-02,7.770635932683944702e-02,7.222936153411865234e-01,-9.707495880126953125e+01,-3.381430053710937500e+02,-7.996442260742187500e+02
3.715627593919634819e-03,-3.849451243877410889e-02,7.535766065120697021e-02,7.996423244476318359e-01,9.206618041992187500e+02,4.993085937500000000e+03,-5.918881225585937500e+02
3.150168340653181076e-03,-1.461005583405494690e-02,6.251782178878784180e-02,1.062482237815856934e+00,3.455702819824218750e+02,-3.907408905029296875e+01,2.673933410644531250e+02
5.316204391419887543e-03,-3.069125711917877197e-01,1.103304848074913025e-01,8.146694898605346680e-01,-4.660746765136718750e+01,3.945412445068359375e+01,-3.020680236816406250e+02
4.102231469005346298e-03,-6.985206902027130127e-02,8.395317196846008301e-02,7.410468459129333496e-01,-1.938965820312500000e+03,3.815459960937500000e+03,4.462647705078125000e+02
3.810884431004524231e-03,-4.575739800930023193e-02,7.757540047168731689e-02,7.224246263504028320e-01,-2.606528564453125000e+03,5.937514648437500000e+02,9.220697021484375000e+02
4.301972221583127975e-03,-8.275932073593139648e-02,8.809176087379455566e-02,9.119082093238830566e-01,-1.401236206054687500e+03,2.433503173828125000e+03,-4.995657043457031250e+02
4.445710219442844391e-03,-1.067739129066467285e-01,9.142675250768661499e-02,7.835732698440551758e-01,2.901452880859375000e+03,4.232723388671875000e+02,7.029656219482421875e+01
3.128153271973133087e-03,-1.257007662206888199e-02,6.161757558584213257e-02,1.413382411003112793e+00,2.227775878906250000e+02,3.197499084472656250e+02,3.209652709960937500e+01
3.474069992080330849e-03,-2.573322877287864685e-02,7.002592831850051880e-02,8.049740791320800781e-01,2.526763725280761719e+01,1.569208068847656250e+02,1.242194442749023438e+02
4.200628027319908142e-03,-7.305914163589477539e-02,8.590117096900939941e-02,8.890988230705261230e-01,-1.224571380615234375e+02,-1.860364379882812500e+03,-2.549377899169921875e+02
3.341067815199494362e-03,-2.076367102563381195e-02,6.708889454603195190e-02,8.079110980033874512e-01,-4.260486221313476562e+01,3.024589920043945312e+01,6.131452178955078125e+01
3.473721910268068314e-03,-2.597337029874324799e-02,6.998172402381896973e-02,8.300182819366455078e-01,6.453784790039062500e+02,2.699384521484375000e+03,-2.329209442138671875e+02
3.358352463692426682e-03,-2.147294953465461731e-02,6.747098267078399658e-02,8.075290322303771973e-01,5.403519287109375000e+02,2.419363525390625000e+03,5.228858642578125000e+02
4.819973837584257126e-03,-1.649401634931564331e-01,9.953911602497100830e-02,8.254609107971191406e-01,7.442237091064453125e+01,-1.199325180053710938e+02,-1.242066268920898438e+02
4.820710979402065277e-03,-1.755829900503158569e-01,9.962126612663269043e-02,7.753787040710449219e-01,8.793624267578125000e+02,-7.487351684570312500e+02,1.537638092041015625e+02
3.750398755073547363e-03,-3.952885791659355164e-02,7.609289884567260742e-02,8.239070773124694824e-01,-3.790170898437500000e+03,-1.480102172851562500e+03,-1.140234985351562500e+02
3.344058524817228317e-03,-2.088351920247077942e-02,6.715507805347442627e-02,8.078449368476867676e-01,-1.285010742187500000e+03,1.385401245117187500e+03,-9.757043457031250000e+01
3.324382705613970757e-03,-1.979669928550720215e-02,6.643228232860565186e-02,1.008567810058593750e+00,-3.243585815429687500e+02,3.471385955810546875e+01,-4.650011596679687500e+02
3.762296866625547409e-03,-3.995013236999511719e-02,7.623894512653350830e-02,8.987610340118408203e-01,-1.767311767578125000e+03,1.994234008789062500e+02,5.129270019531250000e+02
4.239054862409830093e-03,-8.382692188024520874e-02,8.692204207181930542e-02,7.630779743194580078e-01,-4.967121124267578125e+01,8.492946624755859375e+01,2.174015350341796875e+02
4.048787988722324371e-03,-6.761681288480758667e-02,8.284760266542434692e-02,6.921523809432983398e-01,-2.213608154296875000e+03,-6.640133666992187500e+02,2.788236389160156250e+02
4.318276420235633850e-03,-8.258106559514999390e-02,8.840425312519073486e-02,9.365957379341125488e-01,1.170380981445312500e+03,-2.551964843750000000e+03,-2.900195922851562500e+02
4.504427313804626465e-03,-1.197942942380905151e-01,9.276919811964035034e-02,7.322307825088500977e-01,6.647704315185546875e+01,-2.448509277343750000e+03,-1.587293395996093750e+02
3.193782409653067589e-03,-1.607996225357055664e-02,6.361587345600128174e-02,9.613841176033020020e-01,4.352060699462890625e+01,2.485025405883789062e+01,3.868663635253906250e+02
4.726643674075603485e-03,-1.382106393575668335e-01,9.736044704914093018e-02,9.276395440101623535e-01,-5.633173339843750000e+03,1.070460449218750000e+04,1.882335662841796875e+02
4.536980763077735901e-03,-1.094530150294303894e-01,9.320860356092453003e-02,9.317913651466369629e-01,-2.386146087646484375e+02,-6.736945343017578125e+01,5.343422698974609375e+01
3.493060357868671417e-03,-2.693379670381546021e-02,7.040633261203765869e-02,8.295936584472656250e-01,1.028082885742187500e+03,-1.890371215820312500e+03,3.112882041931152344e+01
4.043605644255876541e-03,-6.035441905260086060e-02,8.258549869060516357e-02,7.924145460128784180e-01,-6.573505401611328125e+01,6.154967784881591797e+00,-4.693942871093750000e+02
3.515918971970677376e-03,-2.757709659636020660e-02,7.098840922117233276e-02,7.790116071701049805e-01,-1.735509887695312500e+03,1.383452514648437500e+03,7.311203765869140625e+01
3.301947377622127533e-03,-1.982771232724189758e-02,6.596504896879196167e-02,9.840349555015563965e-01,2.006849609375000000e+03,-3.661480407714843750e+02,-3.916463928222656250e+02
3.350606421008706093e-03,-2.124128490686416626e-02,6.726044416427612305e-02,8.327395915985107422e-01,2.055198242187500000e+03,-7.478812255859375000e+02,-3.492176513671875000e+02
3.308912971988320351e-03,-1.909614540636539459e-02,6.619017571210861206e-02,9.338098168373107910e-01,-4.509252319335937500e+02,-1.547844970703125000e+03,8.765718994140625000e+02
4.143075086176395416e-03,-7.126141339540481567e-02,8.473608642816543579e-02,8.152639269828796387e-01,-7.197462158203125000e+02,-2.865828857421875000e+03,-9.613100433349609375e+01
5.785360001027584076e-03,-4.322054982185363770e-01,1.202373281121253967e-01,1.004762649536132812e+00,6.428283081054687500e+02,5.975543594360351562e+01,-2.005948333740234375e+02
4.165253136307001114e-03,-6.905337423086166382e-02,8.512158691883087158e-02,8.898783922195434570e-01,6.290737792968750000e+03,-2.631836669921875000e+03,-3.822587966918945312e+01
3.479752922430634499e-03,-2.669096179306507111e-02,7.030250877141952515e-02,7.046974897384643555e-01,5.221870040893554688e+01,7.916258544921875000e+02,-2.203244781494140625e+02
3.366097342222929001e-03,-2.327560447156429291e-02,6.786525249481201172e-02,6.571347713470458984e-01,-2.374427337646484375e+02,-2.127753448486328125e+02,-2.169109039306640625e+02
4.017531871795654297e-03,-5.818866565823554993e-02,8.194568753242492676e-02,8.430542945861816406e-01,-9.180245208740234375e+01,4.741262435913085938e+01,6.565982055664062500e+01
3.286358434706926346e-03,-1.905996911227703094e-02,6.595133990049362183e-02,7.590486407279968262e-01,9.321942749023437500e+02,-4.158369140625000000e+02,1.214674377441406250e+02
3.313770517706871033e-03,-2.003519795835018158e-02,6.640359759330749512e-02,8.585963845252990723e-01,2.076844940185546875e+02,2.133574707031250000e+03,2.703077125549316406e+01
2.730482956394553185e-03,-6.842550355941057205e-03,5.358712375164031982e-02,8.214128613471984863e-01,7.573488281250000000e+03,1.590078125000000000e+03,6.516665649414062500e+01
3.450157586485147476e-03,-2.483918145298957825e-02,6.946274638175964355e-02,8.305372595787048340e-01,4.062703552246093750e+02,1.000867462158203125e+02,1.618935852050781250e+02
3.475766861811280251e-03,-2.581932023167610168e-02,7.006354629993438721e-02,8.049364686012268066e-01,3.220997802734375000e+03,-5.993508789062500000e+03,-1.010077438354492188e+02
3.336316440254449844e-03,-2.058399282395839691e-02,6.701265275478363037e-02,7.829873561859130859e-01,-1.228698608398437500e+03,3.328587646484375000e+03,-2.687521362304687500e+02
3.374047577381134033e-03,-2.193032577633857727e-02,6.785220652818679810e-02,7.821478247642517090e-01,1.027835937500000000e+03,-8.913372192382812500e+02,3.355587463378906250e+02
4.491212777793407440e-03,-1.160548254847526550e-01,9.245704114437103271e-02,7.575429081916809082e-01,-1.620948730468750000e+03,8.490983886718750000e+02,1.391659545898437500e+02
4.522088449448347092e-03,-1.233148798346519470e-01,9.315817058086395264e-02,7.318418622016906738e-01,7.766420288085937500e+02,-2.289448547363281250e+01,2.687906494140625000e+02
3.525255247950553894e-03,-2.918508835136890411e-02,7.131119817495346069e-02,7.036888003349304199e-01,1.590172119140625000e+03,-2.598801269531250000e+02,-3.103177185058593750e+02
4.002603702247142792e-03,-5.878198146820068359e-02,8.168737590312957764e-02,7.933126091957092285e-01,8.311582031250000000e+02,1.908743530273437500e+03,4.517137527465820312e+01
2.466117963194847107e-03,-3.919790498912334442e-03,4.771303758025169373e-02,8.522869944572448730e-01,7.777376464843750000e+03,-3.308466186523437500e+02,2.578860778808593750e+02
4.329680930823087692e-03,-9.406085312366485596e-02,8.894652873277664185e-02,7.360534667968750000e-01,-1.600454833984375000e+03,-2.912941162109375000e+03,-9.974263000488281250e+01
3.693756414577364922e-03,-3.573022410273551941e-02,7.483826577663421631e-02,8.251617550849914551e-01,-2.972212402343750000e+03,-3.241316162109375000e+03,7.238087768554687500e+02
3.807610366493463516e-03,-3.083017468452453613e-02,7.650289684534072876e-02,1.438895583152770996e+00,-8.099891967773437500e+02,1.861322387695312500e+03,-4.846537399291992188e+01
3.912209067493677139e-03,-4.891161248087882996e-02,7.958485186100006104e-02,8.704151511192321777e-01,4.279942035675048828e+00,3.532786607742309570e+00,-5.263134765625000000e+02
3.778537502512335777e-03,-4.132583737373352051e-02,7.678362727165222168e-02,7.732164263725280762e-01,4.070171142578125000e+03,5.716661987304687500e+02,-1.750044860839843750e+02
3.463244531303644180e-03,-2.607056684792041779e-02,6.981916725635528564e-02,7.801808118820190430e-01,2.776949462890625000e+02,-3.654293060302734375e+01,4.645887851715087891e+00
3.491818904876708984e-03,-2.578643523156642914e-02,7.005719095468521118e-02,1.054942727088928223e+00,-2.086086273193359375e+02,4.555163085937500000e+03,-3.589326095581054688e+01
4.541989881545305252e-03,-1.049158126115798950e-01,9.316408634185791016e-02,1.031835913658142090e+00,7.920430908203125000e+02,-1.104563217163085938e+02,-1.000294189453125000e+02
3.388612996786832809e-03,-2.323336713016033173e-02,6.829246878623962402e-02,7.067075371742248535e-01,5.887527465820312500e+02,-4.759899597167968750e+02,3.058894653320312500e+02
3.488211194053292274e-03,-2.615798264741897583e-02,7.037165760993957520e-02,7.796283364295959473e-01,-3.561054382324218750e+02,-3.264425048828125000e+02,4.171055984497070312e+01
4.130914807319641113e-03,-7.001829892396926880e-02,8.447105437517166138e-02,8.155289292335510254e-01,-1.299405273437500000e+03,2.404266204833984375e+02,6.986920928955078125e+01
4.592260811477899551e-03,-1.127077490091323853e-01,9.427306056022644043e-02,1.030726909637451172e+00,-1.962030029296875000e+03,-3.652260742187500000e+02,1.009968719482421875e+02
5.333462730050086975e-03,-2.798622250556945801e-01,1.105858236551284790e-01,9.144141674041748047e-01,4.608776855468750000e+01,8.805448913574218750e+01,-4.596483154296875000e+02
3.519010497257113457e-03,-2.881508506834506989e-02,7.113510370254516602e-02,7.288649082183837891e-01,-5.917535400390625000e+02,-1.005044921875000000e+03,1.083417739868164062e+02
3.166405018419027328e-03,-1.514626387506723404e-02,6.321933120489120483e-02,8.117806911468505859e-01,1.890025756835937500e+03,-3.377667846679687500e+02,-3.100988464355468750e+02
3.396710380911827087e-03,-2.292829006910324097e-02,6.835438311100006104e-02,7.816455960273742676e-01,-5.761022338867187500e+02,2.370254058837890625e+02,2.534503479003906250e+02
3.328111488372087479e-03,-2.012706361711025238e-02,6.658175587654113770e-02,9.584182500839233398e-01,3.652670593261718750e+02,1.335057739257812500e+03,4.609500427246093750e+02
3.492018207907676697e-03,-2.607473731040954590e-02,7.034899294376373291e-02,8.546509742736816406e-01,-1.118812988281250000e+03,6.539785644531250000e+03,-5.949993515014648438e+01
4.763593897223472595e-03,-1.608137041330337524e-01,9.836914390325546265e-02,7.766308784484863281e-01,9.915156250000000000e+02,9.976759765625000000e+03,-7.736934814453125000e+02
4.500636365264654160e-03,-1.050323620438575745e-01,9.240597486495971680e-02,9.325940012931823730e-01,6.350447998046875000e+02,-7.077598266601562500e+02,3.389411163330078125e+01
3.450759686529636383e-03,-2.545064873993396759e-02,6.954538822174072266e-02,7.804546356201171875e-01,-1.788300292968750000e+03,-5.918272094726562500e+02,-6.787426757812500000e+01
5.214165896177291870e-03,-2.823213040828704834e-01,1.081458777189254761e-01,7.918541431427001953e-01,-6.096359863281250000e+02,-1.964797515869140625e+02,1.083992309570312500e+02
3.411873942241072655e-03,-2.248804084956645966e-02,6.836245954036712646e-02,1.006637573242187500e+00,-2.067999267578125000e+03,1.435242309570312500e+03,1.440129241943359375e+02
3.312691347673535347e-03,-2.009516395628452301e-02,6.653449684381484985e-02,7.584654688835144043e-01,-2.259130859375000000e+02,-2.274038696289062500e+01,9.408189392089843750e+01
4.148595966398715973e-03,-7.202180474996566772e-02,8.493772894144058228e-02,7.650622725486755371e-01,-4.144283203125000000e+03,-2.188764892578125000e+03,1.740215148925781250e+02
3.110907971858978271e-03,-1.351810432970523834e-02,6.164588034152984619e-02,1.063354134559631348e+00,1.932593994140625000e+03,-1.454771362304687500e+03,6.282376098632812500e+02
4.310668911784887314e-03,-8.161193877458572388e-02,8.820566534996032715e-02,9.617943763732910156e-01,2.667229080200195312e+01,-1.844132385253906250e+02,-2.387296447753906250e+02
3.393300576135516167e-03,-2.341596223413944244e-02,6.835486739873886108e-02,7.316451072692871094e-01,1.801049804687500000e+01,-1.227146530151367188e+02,-1.664621734619140625e+01
3.538944059982895851e-03,-3.020132146775722504e-02,7.168160378932952881e-02,6.533184051513671875e-01,6.691066894531250000e+02,1.448747924804687500e+03,-1.041341247558593750e+02
