#f_gw[Hz], f_dot_total [yr^(-2)], m1 [msun], m2[msun], xGx[kpc], yGx[kpc], zGx[kpc]
3.731867531314492226e-03,-3.824849799275398254e-02,7.568347454071044922e-02,8.243165016174316406e-01,-1.917488037109375000e+03,-1.747905639648437500e+03,-1.160713806152343750e+02
4.946377594023942947e-03,-1.879225075244903564e-01,1.021956130862236023e-01,8.978043794631958008e-01,-1.578858032226562500e+03,-1.881934051513671875e+02,2.455043792724609375e+01
4.136193078011274338e-03,-7.063346356153488159e-02,8.458612859249114990e-02,8.154138326644897461e-01,1.253856201171875000e+03,-5.741604804992675781e+00,3.023994140625000000e+02
3.658207133412361145e-03,-3.329978138208389282e-02,7.394383102655410767e-02,9.010561704635620117e-01,1.554959411621093750e+02,2.849636840820312500e+02,-2.903098869323730469e+01
4.778118338435888290e-03,-1.772125959396362305e-01,9.874873608350753784e-02,7.262512445449829102e-01,-1.538544616699218750e+02,-1.656181793212890625e+02,6.066127929687500000e+02
3.553666407242417336e-03,-2.797161601483821869e-02,7.149028033018112183e-02,1.003509759902954102e+00,-3.120244384765625000e+03,-2.246117919921875000e+03,-7.552706909179687500e+01
4.181990865617990494e-03,-7.613219320774078369e-02,8.563143014907836914e-02,7.893685698509216309e-01,-1.960369384765625000e+03,-4.988199218750000000e+03,6.168395614624023438e+01
3.216225886717438698e-03,-1.676102168858051300e-02,6.432772427797317505e-02,8.106722831726074219e-01,1.017530202865600586e+00,-8.866942405700683594e+00,-5.087821655273437500e+02
4.487656988203525543e-03,-1.241350397467613220e-01,9.243699908256530762e-02,7.075629830360412598e-01,1.786715454101562500e+03,-5.122262207031250000e+03,-3.149537563323974609e+00
3.213842399418354034e-03,-1.657797209918498993e-02,6.412187218666076660e-02,9.108781218528747559e-01,8.381401367187500000e+02,7.614776611328125000e+02,-2.724402160644531250e+02
3.305665915831923485e-03,-1.936368457973003387e-02,6.630327552556991577e-02,8.086966872215270996e-01,-1.472262817382812500e+03,-5.767323608398437500e+02,1.595740051269531250e+02
3.534649964421987534e-03,-2.800663933157920837e-02,7.117775827646255493e-02,9.288222193717956543e-01,1.035221191406250000e+03,5.659988403320312500e+02,2.242072486877441406e+01
3.172497963532805443e-03,-1.526511833071708679e-02,6.301154196262359619e-02,1.061988472938537598e+00,5.181385253906250000e+03,-1.674689086914062500e+03,-8.823571014404296875e+01
3.894734196364879608e-03,-5.358991026878356934e-02,7.945451140403747559e-02,6.955454945564270020e-01,-1.958983642578125000e+03,-2.203298828125000000e+03,-3.441636276245117188e+01
3.545256331562995911e-03,-2.942443825304508209e-02,7.159554958343505859e-02,8.034044504165649414e-01,1.935433837890625000e+03,-3.480559082031250000e+03,2.278483428955078125e+02
5.320114083588123322e-03,-2.896743118762969971e-01,1.103577092289924622e-01,8.646423220634460449e-01,-2.062343750000000000e+02,1.243121337890625000e+03,1.940079498291015625e+02
6.069174502044916153e-03,-7.489351630210876465e-01,1.265466362237930298e-01,7.984533905982971191e-01,-2.068147460937500000e+03,2.163969482421875000e+03,5.444599914550781250e+01
3.876660019159317017e-03,-4.922830685973167419e-02,7.895195484161376953e-02,7.710480690002441406e-01,-1.999332885742187500e+03,4.090468750000000000e+02,5.873020019531250000e+02
3.271938767284154892e-03,-1.791734062135219574e-02,6.527296453714370728e-02,1.009727120399475098e+00,-2.647172363281250000e+03,6.244028472900390625e+01,-5.395343017578125000e+02
4.591602832078933716e-03,-1.126027032732963562e-01,9.425859153270721436e-02,1.030741453170776367e+00,1.348941113281250000e+04,-2.841691406250000000e+03,1.998432006835937500e+02
5.170728079974651337e-03,-2.966154217720031738e-01,1.072802320122718811e-01,7.177197337150573730e-01,1.662900238037109375e+02,9.515614624023437500e+02,4.224462890625000000e+02
4.180596210062503815e-03,-7.105804979801177979e-02,8.541942387819290161e-02,9.145805835723876953e-01,1.009995422363281250e+02,-1.154304199218750000e+02,1.351441040039062500e+02
3.847796469926834106e-03,-4.530047997832298279e-02,7.820377498865127563e-02,8.467962145805358887e-01,-2.425546875000000000e+02,3.252286621093750000e+03,-1.879469451904296875e+02
5.032922141253948212e-03,-2.302208840847015381e-01,1.042382568120956421e-01,7.707617878913879395e-01,-1.866534996032714844e+01,-3.435612792968750000e+02,-9.289109039306640625e+01
3.725071903318166733e-03,-3.667353093624114990e-02,7.537930458784103394e-02,9.246206879615783691e-01,7.465515136718750000e+01,3.207663345336914062e+01,-5.353833618164062500e+02
3.719034837558865547e-03,-3.774996846914291382e-02,7.543256133794784546e-02,7.995674610137939453e-01,8.367098999023437500e+01,-7.639149188995361328e+00,-3.901089172363281250e+02
3.415375482290983200e-03,-2.446316741406917572e-02,6.883984804153442383e-02,7.311601042747497559e-01,1.738567871093750000e+03,1.976921264648437500e+03,5.482895507812500000e+02
3.695204388350248337e-03,-3.709461539983749390e-02,7.490994036197662354e-02,8.000900745391845703e-01,1.129947998046875000e+03,2.811443847656250000e+03,-5.705496826171875000e+02
3.709962824359536171e-03,-3.538566827774047852e-02,7.493887841701507568e-02,1.000061035156250000e+00,3.072460327148437500e+02,-2.067844085693359375e+02,1.844364166259765625e+01
3.573410445824265480e-03,-2.966242842376232147e-02,7.221383601427078247e-02,8.027861714363098145e-01,5.322140136718750000e+03,5.418159179687500000e+03,-2.566217041015625000e+02
3.466002643108367920e-03,-2.462311647832393646e-02,6.948982924222946167e-02,1.055510163307189941e+00,2.681152099609375000e+03,-1.801138549804687500e+03,1.157660522460937500e+02
3.260663943365216255e-03,-1.833239756524562836e-02,6.530938297510147095e-02,8.096905946731567383e-01,-1.427470458984375000e+03,-9.667330322265625000e+02,5.127697753906250000e+02
3.695013001561164856e-03,-3.621181845664978027e-02,7.483084499835968018e-02,8.501691818237304688e-01,-1.972349121093750000e+03,2.464144531250000000e+03,4.850743484497070312e+01
3.636023262515664101e-03,-3.252873197197914124e-02,7.345087826251983643e-02,9.015491008758544922e-01,-4.610311523437500000e+03,2.360157226562500000e+03,2.750309753417968750e+02
3.596291877329349518e-03,-3.207556903362274170e-02,7.280571758747100830e-02,7.521942853927612305e-01,-1.995345916748046875e+02,6.997985229492187500e+02,-3.000042915344238281e+01
3.220846876502037048e-03,-1.676375977694988251e-02,6.407511234283447266e-02,1.060924887657165527e+00,1.129138549804687500e+03,1.269790283203125000e+03,2.400392913818359375e+02
4.387876484543085098e-03,-9.730710834264755249e-02,9.015035629272460938e-02,7.848496437072753906e-01,6.189496459960937500e+02,-7.058155517578125000e+02,5.568423461914062500e+01
3.980163484811782837e-03,-5.465417727828025818e-02,8.112277835607528687e-02,8.438771963119506836e-01,2.917021789550781250e+02,1.731463745117187500e+03,-1.060535354614257812e+02
3.465368878096342087e-03,-2.556767873466014862e-02,6.979796290397644043e-02,8.302020430564880371e-01,4.196042968750000000e+03,-1.679187866210937500e+03,-2.758963012695312500e+02
3.694439074024558067e-03,-3.445522859692573547e-02,7.459473609924316406e-02,1.000405192375183105e+00,-1.045044555664062500e+03,-1.773676452636718750e+02,-4.932056884765625000e+02
3.325032070279121399e-03,-2.076476626098155975e-02,6.676511466503143311e-02,7.832348942756652832e-01,6.733121948242187500e+02,4.597775878906250000e+02,-4.748818969726562500e+01
3.679752349853515625e-03,-3.358092904090881348e-02,7.426851242780685425e-02,1.000731587409973145e+00,5.017202148437500000e+02,2.398476318359375000e+03,1.362275390625000000e+02
3.213479183614253998e-03,-1.652805320918560028e-02,6.391351670026779175e-02,1.061086535453796387e+00,-7.927204589843750000e+02,-5.564148559570312500e+02,3.124978828430175781e+01
3.987928386777639389e-03,-5.374714359641075134e-02,8.121348172426223755e-02,8.937864899635314941e-01,5.303063583374023438e+01,2.311656494140625000e+03,4.075525283813476562e+01
3.209660761058330536e-03,-1.654289476573467255e-02,6.418213993310928345e-02,8.108178973197937012e-01,-7.384838867187500000e+01,2.411119842529296875e+02,-1.902877349853515625e+02
3.438710700720548630e-03,-2.465330995619297028e-02,6.932178139686584473e-02,7.556782364845275879e-01,-8.246829833984375000e+02,-4.293523925781250000e+03,3.635686340332031250e+02
3.315476933494210243e-03,-1.964698173105716705e-02,6.630386412143707275e-02,9.586961269378662109e-01,1.703186340332031250e+02,7.200696411132812500e+02,2.149442100524902344e+01
3.436213824898004532e-03,-2.393774315714836121e-02,6.918478757143020630e-02,8.058152198791503906e-01,7.311885375976562500e+02,1.527445068359375000e+03,-1.611976928710937500e+02
3.938775975257158279e-03,-5.096035823225975037e-02,8.020681142807006836e-02,8.447932004928588867e-01,8.576252746582031250e+01,-5.282569885253906250e+01,-4.770013732910156250e+02
3.409125609323382378e-03,-2.280375175178050995e-02,6.844333559274673462e-02,9.065566658973693848e-01,-6.232475757598876953e+00,1.880030761718750000e+03,-5.143826293945312500e+02
4.951428622007369995e-03,-1.815634816884994507e-01,1.022736802697181702e-01,9.227263331413269043e-01,-1.141612648963928223e+00,-1.018946647644042969e+01,-8.151397705078125000e+01
4.144834354519844055e-03,-6.540830433368682861e-02,8.444575220346450806e-02,1.040554165840148926e+00,-9.669112304687500000e+03,1.584468505859375000e+03,-7.251834869384765625e+01
3.667087526991963387e-03,-3.383648395538330078e-02,7.391685247421264648e-02,1.051083207130432129e+00,-8.763901367187500000e+02,-6.870980834960937500e+02,-2.913302307128906250e+02
3.870656946673989296e-03,-4.699199274182319641e-02,7.874640822410583496e-02,8.212535977363586426e-01,1.622472656250000000e+03,-1.031527099609375000e+03,-2.629877319335937500e+02
3.522415878251194954e-03,-2.698802202939987183e-02,7.094446569681167603e-02,9.040555357933044434e-01,-1.578527679443359375e+02,-1.153404388427734375e+02,1.298338470458984375e+02
3.680378431454300880e-03,-3.610989823937416077e-02,7.458414882421493530e-02,8.004158735275268555e-01,8.125763183593750000e+03,-5.094389648437500000e+03,-6.353361511230468750e+01
3.290137974545359612e-03,-1.913354732096195221e-02,6.588474661111831665e-02,8.591152429580688477e-01,-1.998330993652343750e+02,-1.976973266601562500e+02,6.026959609985351562e+01
4.520159214735031128e-03,-1.215997189283370972e-01,9.309179335832595825e-02,7.569082379341125488e-01,-6.639858398437500000e+02,-6.165589599609375000e+02,9.161893463134765625e+01
3.243107115849852562e-03,-1.762752421200275421e-02,6.495968997478485107e-02,7.850403189659118652e-01,-4.256741333007812500e+02,2.877369384765625000e+02,1.285314331054687500e+02
3.511783899739384651e-03,-2.697544917464256287e-02,7.056157290935516357e-02,1.004438400268554688e+00,3.515021133422851562e+01,4.653362731933593750e+02,-3.997646789550781250e+02
3.482404164969921112e-03,-2.613602764904499054e-02,7.005586475133895874e-02,9.049441218376159668e-01,-2.603628906250000000e+03,1.139013183593750000e+03,3.007127075195312500e+02
3.374024527147412300e-03,-2.192928083240985870e-02,6.785169243812561035e-02,7.821483016014099121e-01,-1.711494384765625000e+03,-1.349608642578125000e+03,-3.721141662597656250e+02
3.424685914069414139e-03,-2.378182299435138702e-02,6.886177510023117065e-02,8.561382293701171875e-01,3.052810363769531250e+02,-2.579771240234375000e+03,3.956656494140625000e+02
3.968711942434310913e-03,-5.333934724330902100e-02,8.071025460958480835e-02,9.442897439002990723e-01,9.269437255859375000e+02,-2.354490722656250000e+03,1.309888305664062500e+02
3.856720635667443275e-03,-4.432068765163421631e-02,7.825138419866561890e-02,9.467486143112182617e-01,1.451558837890625000e+03,-1.631744750976562500e+03,4.699301452636718750e+02
5.846517160534858704e-03,-5.302824378013610840e-01,1.217260286211967468e-01,8.532739877700805664e-01,-3.635470275878906250e+02,2.458136749267578125e+02,-3.659306945800781250e+02
3.973545506596565247e-03,-5.247797071933746338e-02,8.089428395032882690e-02,8.941056728363037109e-01,2.445719757080078125e+02,-4.527921142578125000e+02,1.058430633544921875e+02
3.811429021880030632e-03,-4.383970797061920166e-02,7.751362025737762451e-02,7.724863886833190918e-01,2.449166259765625000e+02,-4.750938415527343750e+02,-1.374489402770996094e+01
3.292270004749298096e-03,-1.852985285222530365e-02,6.565514951944351196e-02,1.059344887733459473e+00,-1.241705078125000000e+03,-3.633457031250000000e+03,-5.284913940429687500e+02
3.393047023564577103e-03,-2.296969853341579437e-02,6.823503971099853516e-02,8.067649602890014648e-01,2.138017883300781250e+02,-2.088085449218750000e+03,-1.786604766845703125e+02
3.518618876114487648e-03,-2.880782447755336761e-02,7.116449624300003052e-02,7.038354873657226562e-01,-7.897854003906250000e+02,2.050914062500000000e+03,1.270975799560546875e+02
4.407262429594993591e-03,-9.678229689598083496e-02,9.043871611356735229e-02,8.845613002777099609e-01,3.044757568359375000e+03,1.650011352539062500e+03,6.337841796875000000e+02
3.284390782937407494e-03,-1.866978779435157776e-02,6.568757444620132446e-02,9.093124270439147949e-01,1.435332397460937500e+03,-4.729487304687500000e+03,-4.117785644531250000e+02
3.424410009756684303e-03,-2.442163601517677307e-02,6.892243027687072754e-02,8.060775995254516602e-01,-6.277377929687500000e+02,2.003422851562500000e+03,-4.244908142089843750e+02
3.602949902415275574e-03,-3.133277222514152527e-02,7.287187874317169189e-02,8.021281361579895020e-01,2.094886718750000000e+03,-5.204063476562500000e+03,-2.422238006591796875e+02
3.253190079703927040e-03,-1.806020550429821014e-02,6.514473259449005127e-02,8.098552823066711426e-01,-2.180398941040039062e+01,-1.879139184951782227e+00,2.637486648559570312e+01
3.201702376827597618e-03,-1.650008186697959900e-02,6.385585665702819824e-02,9.111441373825073242e-01,-8.580007934570312500e+01,6.181983032226562500e+02,-1.108028106689453125e+02
3.364879637956619263e-03,-2.097050659358501434e-02,6.746163219213485718e-02,9.075384140014648438e-01,9.182888031005859375e+01,4.843261337280273438e+01,-9.043695068359375000e+02
5.055596586316823959e-03,-2.422415018081665039e-01,1.047533005475997925e-01,7.452466487884521484e-01,2.712343139648437500e+02,6.007753906250000000e+02,-1.723288536071777344e+01
3.331399755552411079e-03,-2.085928246378898621e-02,6.694740802049636841e-02,7.580525875091552734e-01,-1.953094238281250000e+03,-1.288751708984375000e+03,-3.905443115234375000e+02
4.438524600118398666e-03,-1.015205234289169312e-01,9.112132340669631958e-02,8.838787078857421875e-01,3.351722717285156250e+02,1.063373046875000000e+03,-2.871729736328125000e+02
3.440619911998510361e-03,-2.473479136824607849e-02,6.940051168203353882e-02,7.305995225906372070e-01,2.636703369140625000e+03,-2.897048339843750000e+03,-1.792573089599609375e+02
3.347756573930382729e-03,-2.154848910868167877e-02,6.730747967958450317e-02,7.576925158500671387e-01,1.139148315429687500e+03,8.869959106445312500e+02,-3.498792648315429688e+01
4.013132303953170776e-03,-5.324431881308555603e-02,8.154539018869400024e-02,1.043454647064208984e+00,1.159912109375000000e+02,9.471167755126953125e+01,3.693408508300781250e+02
3.934651613235473633e-03,-5.501675978302955627e-02,8.033651113510131836e-02,6.946634650230407715e-01,-5.002303314208984375e+01,-7.724029541015625000e+02,-1.003651428222656250e+02
3.215169999748468399e-03,-1.673390902578830719e-02,6.430431455373764038e-02,8.106957077980041504e-01,-4.059352874755859375e-01,-4.975405502319335938e+01,4.547351989746093750e+02
3.308336948975920677e-03,-1.983680576086044312e-02,6.628446280956268311e-02,8.587155342102050781e-01,8.707502441406250000e+02,1.015074645996093750e+03,-8.047224426269531250e+01
3.193934913724660873e-03,-1.619655825197696686e-02,6.397709995508193970e-02,7.110228538513183594e-01,9.572496948242187500e+02,-1.685054565429687500e+03,1.434094390869140625e+02
4.911954049021005630e-03,-1.903076916933059692e-01,1.015756949782371521e-01,7.984243035316467285e-01,-7.493562622070312500e+02,3.214183593750000000e+03,-1.647170562744140625e+02
3.313974244520068169e-03,-2.004369720816612244e-02,6.640806049108505249e-02,8.585919141769409180e-01,-1.311036071777343750e+02,2.120477142333984375e+02,-6.683862304687500000e+01
4.489449318498373032e-03,-1.090766638517379761e-01,9.231251478195190430e-02,8.326874971389770508e-01,-2.206234359741210938e+01,4.394443847656250000e+03,-4.036953430175781250e+02
3.213981166481971741e-03,-1.661322265863418579e-02,6.431245803833007812e-02,7.856875658035278320e-01,-2.211259603500366211e-01,-2.355015516281127930e+00,-2.340796508789062500e+02
3.289198968559503555e-03,-1.933728531002998352e-02,6.597816944122314453e-02,7.840218544006347656e-01,3.111877746582031250e+02,-3.938493347167968750e+02,6.653792724609375000e+02
3.147251205518841743e-03,-1.479601487517356873e-02,6.265808641910552979e-02,9.123419523239135742e-01,5.889386596679687500e+02,-2.887180175781250000e+02,1.795732574462890625e+02
4.164395388215780258e-03,-6.710655987262725830e-02,8.502094447612762451e-02,9.399790167808532715e-01,-2.297883300781250000e+02,-3.976528320312500000e+03,-5.542707519531250000e+02
3.404301824048161507e-03,-2.320510521531105042e-02,6.836610287427902222e-02,8.816338777542114258e-01,4.763373413085937500e+02,1.302316162109375000e+03,3.007980041503906250e+02
3.359668655321002007e-03,-2.296621724963188171e-02,6.772414594888687134e-02,6.572758555412292480e-01,-1.395125122070312500e+02,-4.289079666137695312e+01,8.035046386718750000e+02
3.422602778300642967e-03,-2.368511073291301727e-02,6.869882345199584961e-02,9.313011765480041504e-01,2.801360107421875000e+03,5.485323486328125000e+02,7.532588195800781250e+01
4.046021029353141785e-03,-6.060237437486648560e-02,8.263913542032241821e-02,7.923609018325805664e-01,-3.347656860351562500e+02,-1.095477416992187500e+03,9.338475799560546875e+01
3.515125019475817680e-03,-2.635759301483631134e-02,7.070627808570861816e-02,9.542937278747558594e-01,4.976124572753906250e+02,1.519611328125000000e+03,-2.867324829101562500e+02
3.480116371065378189e-03,-2.671060338616371155e-02,7.023678719997406006e-02,7.547631859779357910e-01,-5.279472656250000000e+02,-3.550106506347656250e+02,1.724038391113281250e+02
3.311219625174999237e-03,-1.957247406244277954e-02,6.642679125070571899e-02,8.085732460021972656e-01,9.337647094726562500e+02,-4.182338333129882812e+01,-2.983508682250976562e+01
3.283444559201598167e-03,-1.822034269571304321e-02,6.545978039503097534e-02,1.059540271759033203e+00,2.152916412353515625e+02,-1.292841339111328125e+02,-3.986243896484375000e+02
3.839239943772554398e-03,-4.601889103651046753e-02,7.816018164157867432e-02,7.468398213386535645e-01,-2.052908935546875000e+02,-7.296008911132812500e+02,-2.167946777343750000e+02
4.727703984826803207e-03,-1.613826602697372437e-01,9.762288630008697510e-02,7.523770928382873535e-01,-6.859334106445312500e+02,4.580495605468750000e+03,2.016835479736328125e+02
3.327915444970130920e-03,-2.055085822939872742e-02,6.694463640451431274e-02,7.080553770065307617e-01,-1.406901733398437500e+03,5.745584106445312500e+02,4.081338806152343750e+02
3.947169519960880280e-03,-5.244708433747291565e-02,8.030872792005538940e-02,8.946912884712219238e-01,-2.933323486328125000e+03,3.187006835937500000e+03,1.648216056823730469e+01
3.091722726821899414e-03,-1.353107392787933350e-02,6.129066273570060730e-02,1.013709306716918945e+00,2.199847412109375000e+03,-9.141268310546875000e+02,1.386491699218750000e+02
4.566863179206848145e-03,-1.176423877477645874e-01,9.396808594465255737e-02,8.560318946838378906e-01,3.199940795898437500e+02,6.752775573730468750e+01,-3.352543334960937500e+02
4.294701851904392242e-03,-8.069754391908645630e-02,8.781263232231140137e-02,9.871873855590820312e-01,-4.001760005950927734e+00,3.358700180053710938e+01,-4.149033355712890625e+01
3.966186195611953735e-03,-5.513620376586914062e-02,8.092262595891952515e-02,7.690773606300354004e-01,-4.831645202636718750e+01,-3.137289428710937500e+02,4.521368789672851562e+01
3.427656134590506554e-03,-2.412604726850986481e-02,6.907656043767929077e-02,7.559234499931335449e-01,-2.978757324218750000e+02,3.594836120605468750e+02,2.467626190185546875e+01
4.484039731323719025e-03,-1.135050430893898010e-01,9.226784110069274902e-02,7.827321887016296387e-01,-1.670375585556030273e+00,1.281137943267822266e+00,-1.169087829589843750e+02
3.687800839543342590e-03,-3.534509614109992981e-02,7.470578700304031372e-02,8.252941966056823730e-01,-1.402348754882812500e+03,-1.186698730468750000e+03,-3.496166229248046875e+01
3.208223730325698853e-03,-1.649478450417518616e-02,6.415024399757385254e-02,8.108497858047485352e-01,-5.070697402954101562e+01,5.812906265258789062e+01,-3.724798278808593750e+02
3.421375760808587074e-03,-2.383225597441196442e-02,6.893707811832427979e-02,7.560629248619079590e-01,-7.255341186523437500e+02,-1.645450927734375000e+03,7.856448173522949219e+00
3.432082477957010269e-03,-2.375000528991222382e-02,6.909271329641342163e-02,8.059073090553283691e-01,1.207652709960937500e+03,-3.797604370117187500e+02,-1.015698928833007812e+02
3.953968640416860580e-03,-5.046209320425987244e-02,8.024360984563827515e-02,1.044756412506103516e+00,8.206541992187500000e+03,1.218522705078125000e+03,6.873018798828125000e+02
5.161450710147619247e-03,-2.438003122806549072e-01,1.069199889898300171e-01,8.680800199508666992e-01,-8.941057739257812500e+02,2.869062805175781250e+02,-2.814483032226562500e+02
3.605578327551484108e-03,-3.276949003338813782e-02,7.308261096477508545e-02,6.995330452919006348e-01,6.338229980468750000e+02,-1.737628173828125000e+01,2.595362281799316406e+01
3.835170762613415718e-03,-4.802812635898590088e-02,7.814817130565643311e-02,6.968518495559692383e-01,2.428947021484375000e+03,4.207644531250000000e+03,-3.539701232910156250e+02
4.412493668496608734e-03,-1.079696938395500183e-01,9.076651930809020996e-02,7.342334389686584473e-01,-1.271618164062500000e+03,-2.151649780273437500e+02,-3.321105346679687500e+02
4.011233802884817123e-03,-5.965417996048927307e-02,8.187613636255264282e-02,7.931239008903503418e-01,-1.324697875976562500e+03,2.347372802734375000e+03,5.156289062500000000e+02
3.645861288532614708e-03,-3.391171619296073914e-02,7.382307201623916626e-02,8.011769056320190430e-01,-2.533477294921875000e+03,1.378407470703125000e+03,4.263350524902343750e+02
3.209643531590700150e-03,-1.673869043588638306e-02,6.432789564132690430e-02,7.106720805168151855e-01,4.763801269531250000e+03,-5.597003417968750000e+03,-2.037246856689453125e+02
3.368270117789506912e-03,-2.198362536728382111e-02,6.764850765466690063e-02,8.323515057563781738e-01,4.233566894531250000e+02,-4.153515014648437500e+02,-7.537970733642578125e+01
3.757984144613146782e-03,-4.149572178721427917e-02,7.637322694063186646e-02,7.486267685890197754e-01,-2.621654357910156250e+02,-1.368809448242187500e+03,1.395720520019531250e+02
3.118887078016996384e-03,-1.373272668570280075e-02,6.182349100708961487e-02,1.063176512718200684e+00,1.556402709960937500e+03,-3.133514892578125000e+03,-1.807137298583984375e+02
3.306985832750797272e-03,-1.951202750205993652e-02,6.618572771549224854e-02,9.088142514228820801e-01,6.033990478515625000e+02,-4.679509582519531250e+02,-5.472270965576171875e+01
3.311365609988570213e-03,-2.065360732376575470e-02,6.657911092042922974e-02,7.084209322929382324e-01,-3.889973144531250000e+02,1.299600097656250000e+03,-1.644462127685546875e+02
3.973492886871099472e-03,-5.421669781208038330e-02,8.093585073947906494e-02,8.690641522407531738e-01,-6.938350830078125000e+02,2.048604980468750000e+03,-7.863751983642578125e+01
3.375619882717728615e-03,-2.200183644890785217e-02,6.788710504770278931e-02,7.821128964424133301e-01,-3.246665527343750000e+03,2.637965393066406250e+02,-2.552308959960937500e+02
4.203920718282461166e-03,-7.561249285936355591e-02,8.608155697584152222e-02,8.139184117317199707e-01,-2.373695800781250000e+03,-1.798093261718750000e+03,-4.400749511718750000e+02
3.418948501348495483e-03,-2.414985932409763336e-02,6.880295276641845703e-02,8.061970472335815430e-01,4.934304504394531250e+02,-6.194470214843750000e+02,3.561838989257812500e+02
4.384930245578289032e-03,-9.677127003669738770e-02,9.005698561668395996e-02,8.099430203437805176e-01,-2.596813964843750000e+03,6.469007324218750000e+03,-1.947606811523437500e+02
3.819358767941594124e-03,-4.207839071750640869e-02,7.727403938770294189e-02,1.047725915908813477e+00,7.044423828125000000e+02,5.869604003906250000e+03,-3.761675720214843750e+02
3.951862920075654984e-03,-5.640876665711402893e-02,8.068238943815231323e-02,7.193176150321960449e-01,9.571820678710937500e+02,5.448073730468750000e+02,-3.925942993164062500e+02
3.933961037546396255e-03,-5.240822210907936096e-02,8.014055341482162476e-02,8.198594450950622559e-01,-7.857737304687500000e+03,-1.285278564453125000e+03,2.697270507812500000e+02
3.479154547676444054e-03,-2.667417563498020172e-02,7.025565207004547119e-02,7.297443151473999023e-01,-1.008205795288085938e+01,-3.919765710830688477e+00,1.724018669128417969e+01
4.495425615459680557e-03,-1.168469116091728210e-01,9.254955500364303589e-02,7.574504613876342773e-01,2.509360839843750000e+03,2.215076416015625000e+03,-2.502457275390625000e+02
4.402718506753444672e-03,-8.950385451316833496e-02,9.011436253786087036e-02,1.034885644912719727e+00,3.554040527343750000e+01,3.024561279296875000e+03,-1.767061614990234375e+02
4.052830394357442856e-03,-7.072875648736953735e-02,8.300137519836425781e-02,6.419985890388488770e-01,-5.339636840820312500e+02,-3.093706542968750000e+03,-1.544567108154296875e+02
3.640790237113833427e-03,-3.359635919332504272e-02,7.371095567941665649e-02,8.012890815734863281e-01,-3.905914306640625000e+01,-6.944702148437500000e+02,-2.560305786132812500e+02
3.315408248454332352e-03,-2.037308923900127411e-02,6.655418127775192261e-02,7.834458351135253906e-01,3.483322143554687500e+02,3.307502441406250000e+03,-1.273904113769531250e+02
3.708372125402092934e-03,-3.788626194000244141e-02,7.527780532836914062e-02,7.497221827507019043e-01,7.315647125244140625e+01,9.941619873046875000e+02,5.783380126953125000e+02
3.454642370343208313e-03,-2.564706467092037201e-02,6.963058561086654663e-02,7.803694009780883789e-01,-1.124573364257812500e+03,-3.847755615234375000e+03,-3.034477844238281250e+02
3.731297561898827553e-03,-3.810310363769531250e-02,7.570540159940719604e-02,7.992945909500122070e-01,3.372475097656250000e+03,-1.881579467773437500e+03,2.995440979003906250e+02
3.498179838061332703e-03,-2.766062691807746887e-02,7.063426822423934937e-02,7.543657422065734863e-01,1.444729614257812500e+03,2.209255981445312500e+01,2.874582290649414062e+01
3.852071240544319153e-03,-4.722661152482032776e-02,7.837020605802536011e-02,7.966297864913940430e-01,-1.524865844726562500e+03,-2.622850585937500000e+03,4.210886764526367188e+01
3.595108864828944206e-03,-3.153257071971893311e-02,7.262088358402252197e-02,8.523791432380676270e-01,-1.230138183593750000e+03,-6.199989013671875000e+02,-1.642497558593750000e+02
3.599337767809629440e-03,-3.222501277923583984e-02,7.290810346603393555e-02,7.270919084548950195e-01,-1.005523498535156250e+03,-2.607017578125000000e+03,7.060216903686523438e+00
3.148898482322692871e-03,-1.457324251532554626e-02,6.248969957232475281e-02,1.062510371208190918e+00,-2.471894683837890625e+02,-6.198048706054687500e+02,6.242049560546875000e+02
3.212218871340155602e-03,-1.662971824407577515e-02,6.423887610435485840e-02,8.107611536979675293e-01,7.927766113281250000e+02,-2.723984619140625000e+03,-3.496564941406250000e+02
3.313811263069510460e-03,-1.929244957864284515e-02,6.613097339868545532e-02,1.058869004249572754e+00,-2.853583251953125000e+03,2.422085449218750000e+03,6.532931518554687500e+01
3.121439367532730103e-03,-1.453164312988519669e-02,6.237963587045669556e-02,7.126203775405883789e-01,2.257629638671875000e+03,7.090664062500000000e+02,-1.085409698486328125e+02
3.731922479346394539e-03,-4.148265346884727478e-02,7.586707174777984619e-02,6.991329193115234375e-01,-1.632780273437500000e+03,-3.719960693359375000e+03,-3.119187316894531250e+02
3.914010711014270782e-03,-5.260011926293373108e-02,7.981184124946594238e-02,7.451881766319274902e-01,-1.807115966796875000e+03,3.327889709472656250e+02,2.208821058273315430e+00
3.589652013033628464e-03,-3.320944681763648987e-02,7.272887974977493286e-02,6.998867988586425781e-01,-1.826963745117187500e+03,-3.768923339843750000e+03,-1.171253490447998047e+01
4.251877311617136002e-03,-7.922375947237014771e-02,8.702471107244491577e-02,8.879752755165100098e-01,6.366638793945312500e+02,1.464582153320312500e+03,-1.531790313720703125e+02
3.355795517563819885e-03,-2.060668915510177612e-02,6.725931167602539062e-02,9.077406525611877441e-01,6.473040771484375000e+02,-5.358026733398437500e+02,2.844564514160156250e+02
